ticker,date,period_ending,estimate,reported,surprise,surprise%,
A,2022-11-21,Oct-22,1.39,1.53,0.14,10.07,2022-11-21
AA,2022-10-19,Sep-22,0.09,-0.33,-0.42,-466.67,2022-10-19
AAL,2022-10-20,Sep-22,0.54,0.69,0.15,27.78,2022-10-20
AAN,2022-10-24,Sep-22,0.16,0.31,0.15,93.75,2022-10-24
AAON,2022-11-07,Sep-22,0.44,0.51,0.07,15.91,2022-11-07
AAP,2022-11-15,Sep-22,3.32,2.84,-0.48,-14.46,2022-11-15
AAPL,2022-10-27,Sep-22,1.26,1.29,0.03,2.38,2022-10-27
AAT,2022-10-25,Sep-22,0.55,0.21,-0.34,-61.82,2022-10-25
ABBV,2022-10-28,Sep-22,3.56,3.66,0.1,2.81,2022-10-28
ABC,2022-11-03,Sep-22,2.58,2.6,0.02,0.78,2022-11-03
ABCB,2022-10-27,Sep-22,1.34,1.32,-0.02,-1.49,2022-10-27
ABCL,2022-11-08,Sep-22,0.09,0.08,-0.01,-11.11,2022-11-08
ABG,2022-10-27,Sep-22,9.19,9.23,0.04,0.44,2022-10-27
ABM,2022-12-13,Oct-22,0.89,0.89,0,0,2022-12-13
ABNB,2022-11-01,Sep-22,1.43,1.79,0.36,25.17,2022-11-01
ABR,2022-11-04,Sep-22,0.45,0.56,0.11,24.44,2022-11-04
ABT,2022-10-19,Sep-22,0.91,1.15,0.24,26.37,2022-10-19
ABUS,2022-11-09,Sep-22,-0.12,-0.12,0,0,2022-11-09
ACA,2022-11-02,Sep-22,0.58,0.7,0.12,20.69,2022-11-02
ACAD,2022-11-02,Sep-22,-0.18,-0.17,0.01,5.56,2022-11-02
ACCD,2022-10-06,Aug-22,-0.71,-0.66,0.05,7.04,2022-10-06
ACCO,2022-11-07,Sep-22,0.24,0.25,0.01,4.17,2022-11-07
ACEL,2022-11-08,Sep-22,0.23,0.21,-0.02,-8.7,2022-11-08
ACET,2022-11-08,Sep-22,-0.56,-0.53,0.03,5.36,2022-11-08
ACGL,2022-10-26,Sep-22,0.24,0.28,0.04,16.67,2022-10-26
ACHC,2022-10-31,Sep-22,0.8,0.8,0,0,2022-10-31
ACI,2022-10-18,Aug-22,0.64,0.72,0.08,12.5,2022-10-18
ACLS,2022-11-02,Sep-22,1.13,1.21,0.08,7.08,2022-11-02
ACM,2022-11-14,Sep-22,0.84,0.89,0.05,5.95,2022-11-14
ACMR,2022-11-04,Sep-22,0.19,0.42,0.23,121.05,2022-11-04
ACN,2022-09-22,Aug-22,2.57,2.6,0.03,1.17,2022-09-22
ACRE,2022-11-02,Sep-22,0.35,0.39,0.04,11.43,2022-11-02
ACRS,2022-11-08,Sep-22,-0.39,-0.3,0.09,23.08,2022-11-08
ACT,2022-11-01,Sep-22,0.89,1.17,0.28,31.46,2022-11-01
ACVA,2022-11-09,Sep-22,-0.19,-0.15,0.04,21.05,2022-11-09
ADBE,2022-09-15,Aug-22,3.33,3.4,0.07,2.1,2022-09-15
ADC,2022-11-01,Sep-22,0.96,0.96,0,0,2022-11-01
ADI,2022-11-22,Oct-22,2.58,2.73,0.15,5.81,2022-11-22
ADM,2022-10-25,Sep-22,1.42,1.86,0.44,30.99,2022-10-25
ADMA,2022-11-09,Sep-22,-0.08,-0.08,0,0,2022-11-09
ADNT,2022-11-04,Sep-22,0.51,0.53,0.02,3.92,2022-11-04
ADP,2022-10-26,Sep-22,1.78,1.86,0.08,4.49,2022-10-26
ADPT,2022-11-03,Sep-22,-0.37,-0.32,0.05,13.51,2022-11-03
ADSK,2022-11-22,Oct-22,1.7,1.7,0,0,2022-11-22
ADT,2022-11-03,Sep-22,0.06,0.1,0.04,66.67,2022-11-03
ADTN,2022-11-08,Sep-22,0.18,0.11,-0.07,-38.89,2022-11-08
ADUS,2022-10-31,Sep-22,0.93,0.94,0.01,1.08,2022-10-31
AEE,2022-11-03,Sep-22,1.72,1.74,0.02,1.16,2022-11-03
AEIS,2022-11-01,Sep-22,1.38,2.12,0.74,53.62,2022-11-01
AEL,2022-11-07,Sep-22,0.84,0.99,0.15,17.86,2022-11-07
AEO,2022-11-22,Oct-22,0.23,0.42,0.19,82.61,2022-11-22
AEP,2022-10-27,Sep-22,1.57,1.62,0.05,3.18,2022-10-27
AES,2022-11-04,Sep-22,0.54,0.63,0.09,16.67,2022-11-04
AFCG,2022-11-08,Sep-22,0.67,0.59,-0.08,-11.94,2022-11-08
AFG,2022-11-02,Sep-22,2.2,2.24,0.04,1.82,2022-11-02
AFL,2022-10-31,Sep-22,1.22,1.23,0.01,0.82,2022-10-31
AFRM,2022-11-08,Sep-22,-0.82,-0.86,-0.04,-4.88,2022-11-08
AGCO,2022-11-01,Sep-22,3.12,3.18,0.06,1.92,2022-11-01
AGEN,2022-11-08,Sep-22,-0.18,-0.19,-0.01,-5.56,2022-11-08
AGIO,2022-11-03,Sep-22,-1.75,-1.49,0.26,14.86,2022-11-03
AGL,2022-11-03,Sep-22,-0.05,-0.07,-0.02,-40,2022-11-03
AGNC,2022-10-24,Sep-22,0.71,0.84,0.13,18.31,2022-10-24
AGR,2022-10-25,Sep-22,0.32,0.31,-0.01,-3.13,2022-10-25
AGTI,2022-11-10,Sep-22,0.18,0.19,0.01,5.56,2022-11-10
AGYS,2022-10-25,Sep-22,0.18,0.24,0.06,33.33,2022-10-25
AHCO,2022-11-08,Sep-22,0.31,0.11,-0.2,-64.52,2022-11-08
AHH,2022-11-08,Sep-22,0.29,0.38,0.09,31.03,2022-11-08
AI,2022-12-07,Oct-22,-0.16,-0.11,0.05,31.25,2022-12-07
AIG,2022-11-01,Sep-22,0.59,0.66,0.07,11.86,2022-11-01
AIN,2022-10-24,Sep-22,0.84,1.15,0.31,36.9,2022-10-24
AIR,2022-09-22,Aug-22,0.58,0.61,0.03,5.17,2022-09-22
AIRC,2022-11-03,Sep-22,0.58,0.01,-0.57,-98.28,2022-11-03
AIT,2022-10-27,Sep-22,1.64,1.97,0.33,20.12,2022-10-27
AIZ,2022-11-01,Sep-22,1,1.01,0.01,1,2022-11-01
AJG,2022-10-27,Sep-22,1.67,1.72,0.05,2.99,2022-10-27
AJRD,2022-11-01,Sep-22,0.44,0.45,0.01,2.27,2022-11-01
AKAM,2022-11-08,Sep-22,1.23,1.26,0.03,2.44,2022-11-08
AKR,2022-11-01,Sep-22,0.28,0.28,0,0,2022-11-01
AKRO,2022-11-04,Sep-22,-0.73,-0.92,-0.19,-26.03,2022-11-04
AKTS,2022-11-14,Sep-22,-0.2,-0.28,-0.08,-40,2022-11-14
AL,2022-11-03,Sep-22,0.89,0.9,0.01,1.12,2022-11-03
ALB,2022-11-02,Sep-22,6.84,7.5,0.66,9.65,2022-11-02
ALE,2022-11-09,Sep-22,0.7,0.59,-0.11,-15.71,2022-11-09
ALEC,2022-11-08,Sep-22,-0.43,-0.56,-0.13,-30.23,2022-11-08
ALEX,2022-11-03,Sep-22,0.25,0.09,-0.16,-64,2022-11-03
ALG,2022-11-03,Sep-22,2.48,2.16,-0.32,-12.9,2022-11-03
ALGM,2022-10-27,Sep-22,0.26,0.31,0.05,19.23,2022-10-27
ALGN,2022-10-26,Sep-22,2.21,1.36,-0.85,-38.46,2022-10-26
ALGT,2022-11-02,Sep-22,-0.47,-0.54,-0.07,-14.89,2022-11-02
ALHC,2022-11-03,Sep-22,-0.25,-0.22,0.03,12,2022-11-03
ALK,2022-10-20,Sep-22,2.41,2.53,0.12,4.98,2022-10-20
ALKS,2022-11-02,Sep-22,0.02,0.02,0,0,2022-11-02
ALKT,2022-11-03,Sep-22,-0.07,-0.06,0.01,14.29,2022-11-03
ALL,2022-11-02,Sep-22,-1.57,-1.56,0.01,0.64,2022-11-02
ALLE,2022-10-27,Sep-22,1.45,1.64,0.19,13.1,2022-10-27
ALLO,2022-11-02,Sep-22,-0.62,-0.58,0.04,6.45,2022-11-02
ALLY,2022-10-19,Sep-22,1.73,1.12,-0.61,-35.26,2022-10-19
ALNY,2022-10-27,Sep-22,-1.86,-3.32,-1.46,-78.49,2022-10-27
ALRM,2022-11-08,Sep-22,0.5,0.55,0.05,10,2022-11-08
ALRS,2022-10-26,Sep-22,0.57,0.54,-0.03,-5.26,2022-10-26
ALSN,2022-10-26,Sep-22,1.31,1.45,0.14,10.69,2022-10-26
ALTG,2022-11-09,Sep-22,0.12,0.14,0.02,16.67,2022-11-09
ALTR,2022-11-03,Sep-22,0.01,0.05,0.04,400,2022-11-03
ALX,2022-10-31,Sep-22,4.03,4.4,0.37,9.18,2022-10-31
ALXO,2022-11-08,Sep-22,-0.75,-0.72,0.03,4,2022-11-08
AM,2022-10-26,Sep-22,0.19,0.2,0.01,5.26,2022-10-26
AMAL,2022-10-27,Sep-22,0.69,0.77,0.08,11.59,2022-10-27
AMAT,2022-11-17,Oct-22,1.72,2.03,0.31,18.02,2022-11-17
AMBA,2022-12-01,Oct-22,0.19,0.24,0.05,26.32,2022-12-01
AMBP,2022-10-27,Sep-22,0.09,0.06,-0.03,-33.33,2022-10-27
AMC,2022-11-08,Sep-22,-0.25,-0.2,0.05,20,2022-11-08
AMCR,2022-11-01,Sep-22,0.19,0.18,-0.01,-5.26,2022-11-01
AMCX,2022-11-04,Sep-22,1.99,2.09,0.1,5.03,2022-11-04
AMD,2022-11-01,Sep-22,0.67,0.67,0,0,2022-11-01
AME,2022-11-01,Sep-22,1.37,1.45,0.08,5.84,2022-11-01
AMED,2022-10-26,Sep-22,1.24,1.15,-0.09,-7.26,2022-10-26
AMEH,2022-11-03,Sep-22,0.2,0.56,0.36,180,2022-11-03
AMG,2022-11-07,Sep-22,3.92,4.21,0.29,7.4,2022-11-07
AMH,2022-11-03,Sep-22,0.39,0.39,0,0,2022-11-03
AMK,2022-11-01,Sep-22,0.41,0.47,0.06,14.63,2022-11-01
AMKR,2022-10-31,Sep-22,0.92,1.24,0.32,34.78,2022-10-31
AMN,2022-11-03,Sep-22,2.33,2.57,0.24,10.3,2022-11-03
AMOT,2022-11-02,Sep-22,0.35,0.6,0.25,71.43,2022-11-02
AMP,2022-10-25,Sep-22,5.82,6.43,0.61,10.48,2022-10-25
AMPH,2022-11-07,Sep-22,0.38,0.38,0,0,2022-11-07
AMPL,2022-11-02,Sep-22,-0.08,-0.03,0.05,62.5,2022-11-02
AMPY,2022-11-01,Sep-22,0.17,1.17,1,588.24,2022-11-01
AMR,2022-11-07,Sep-22,16.79,14.21,-2.58,-15.37,2022-11-07
AMRC,2022-11-01,Sep-22,0.47,0.54,0.07,14.89,2022-11-01
AMRK,2022-11-08,Sep-22,1.28,1.93,0.65,50.78,2022-11-08
AMRS,2022-11-08,Sep-22,-0.21,-0.44,-0.23,-109.52,2022-11-08
AMRX,2022-11-04,Sep-22,0.18,0.14,-0.04,-22.22,2022-11-04
AMSF,2022-10-26,Sep-22,0.58,0.73,0.15,25.86,2022-10-26
AMSWA,2022-11-17,Oct-22,0.07,0.1,0.03,42.86,2022-11-17
AMT,2022-10-27,Sep-22,2.42,2.36,-0.06,-2.48,2022-10-27
AMTB,2022-10-20,Sep-22,0.55,0.63,0.08,14.55,2022-10-20
AMWD,2022-11-22,Oct-22,1.73,2.24,0.51,29.48,2022-11-22
AMWL,2022-11-07,Sep-22,-0.26,-0.25,0.01,3.85,2022-11-07
AMZN,2022-10-27,Sep-22,0.22,0.2,-0.02,-9.09,2022-10-27
AN,2022-10-27,Sep-22,6.32,6,-0.32,-5.06,2022-10-27
ANAB,2022-11-08,Sep-22,-0.47,-1.18,-0.71,-151.06,2022-11-08
ANDE,2022-11-01,Sep-22,0.33,0.5,0.17,51.52,2022-11-01
ANET,2022-10-31,Sep-22,1.05,1.25,0.2,19.05,2022-10-31
ANF,2022-11-22,Oct-22,-0.13,0.01,0.14,107.69,2022-11-22
ANGO,2022-10-06,Aug-22,-0.02,-0.06,-0.04,-200,2022-10-06
ANIK,2022-11-08,Sep-22,-0.24,-0.29,-0.05,-20.83,2022-11-08
ANIP,2022-11-09,Sep-22,0.58,0.64,0.06,10.34,2022-11-09
ANSS,2022-11-02,Sep-22,1.62,1.77,0.15,9.26,2022-11-02
AON,2022-10-28,Sep-22,2.01,2.02,0.01,0.5,2022-10-28
AOS,2022-10-27,Sep-22,0.69,0.69,0,0,2022-10-27
AOSL,2022-11-03,Sep-22,1.21,1.2,-0.01,-0.83,2022-11-03
APA,2022-11-02,Sep-22,1.92,1.97,0.05,2.6,2022-11-02
APAM,2022-11-01,Sep-22,0.71,0.7,-0.01,-1.41,2022-11-01
APD,2022-11-03,Sep-22,2.77,2.89,0.12,4.33,2022-11-03
APG,2022-11-03,Sep-22,0.37,0.37,0,0,2022-11-03
APH,2022-10-26,Sep-22,0.75,0.8,0.05,6.67,2022-10-26
APLE,2022-11-07,Sep-22,0.44,0.26,-0.18,-40.91,2022-11-07
APLS,2022-11-07,Sep-22,-1.48,-1.75,-0.27,-18.24,2022-11-07
APO,2022-11-02,Sep-22,1.19,1.33,0.14,11.76,2022-11-02
APOG,2022-09-20,Aug-22,0.89,1.06,0.17,19.1,2022-09-20
APP,2022-11-09,Sep-22,0.09,0.06,-0.03,-33.33,2022-11-09
APPF,2022-10-27,Sep-22,-0.16,0.11,0.27,168.75,2022-10-27
APPN,2022-11-03,Sep-22,-0.23,-0.43,-0.2,-86.96,2022-11-03
APPS,2022-11-09,Sep-22,0.32,0.34,0.02,6.25,2022-11-09
APTV,2022-11-03,Sep-22,1.04,1.28,0.24,23.08,2022-11-03
AQUA,2022-11-15,Sep-22,0.33,0.46,0.13,39.39,2022-11-15
AR,2022-10-26,Sep-22,1.91,1.63,-0.28,-14.66,2022-10-26
ARCB,2022-11-01,Sep-22,3.75,3.8,0.05,1.33,2022-11-01
ARCH,2022-10-27,Sep-22,9.14,8.68,-0.46,-5.03,2022-10-27
ARCT,2022-11-09,Sep-22,-2.01,-1.33,0.68,33.83,2022-11-09
ARE,2022-10-24,Sep-22,2.12,2.13,0.01,0.47,2022-10-24
ARES,2022-10-27,Sep-22,0.73,0.75,0.02,2.74,2022-10-27
ARGO,2022-11-07,Sep-22,-2.13,0.44,2.57,120.66,2022-11-07
ARI,2022-10-24,Sep-22,0.36,0.37,0.01,2.78,2022-10-24
ARIS,2022-11-09,Sep-22,0.19,0.23,0.04,21.05,2022-11-09
ARKO,2022-11-07,Sep-22,0.26,0.17,-0.09,-34.62,2022-11-07
ARLO,2022-11-08,Sep-22,-0.13,-0.05,0.08,61.54,2022-11-08
ARMK,2022-11-15,Sep-22,0.49,0.48,-0.01,-2.04,2022-11-15
ARNC,2022-11-01,Sep-22,0.19,0.05,-0.14,-73.68,2022-11-01
AROW,2022-10-27,Sep-22,0.68,0.74,0.06,8.82,2022-10-27
ARQT,2022-11-08,Sep-22,-1.54,-1.89,-0.35,-22.73,2022-11-08
ARR,2022-10-26,Sep-22,0.31,0.32,0.01,3.23,2022-10-26
ARRY,2022-11-08,Sep-22,0.12,0.18,0.06,50,2022-11-08
ARTNA,2022-11-03,Sep-22,0.58,0.65,0.07,12.07,2022-11-03
ARVN,2022-11-08,Sep-22,-0.98,-1.24,-0.26,-26.53,2022-11-08
ARW,2022-11-03,Sep-22,5.36,5.45,0.09,1.68,2022-11-03
ARWR,2022-11-28,Sep-22,-0.57,-0.81,-0.24,-42.11,2022-11-28
ASAN,2022-12-01,Oct-22,-0.32,-0.26,0.06,18.75,2022-12-01
ASB,2022-10-20,Sep-22,0.58,0.62,0.04,6.9,2022-10-20
ASC,2022-11-02,Sep-22,1.4,1.54,0.14,10,2022-11-02
ASGN,2022-10-26,Sep-22,1.79,1.79,0,0,2022-10-26
ASH,2022-11-07,Sep-22,1.39,1.46,0.07,5.04,2022-11-07
ASIX,2022-11-04,Sep-22,0.32,0.43,0.11,34.38,2022-11-04
ASLE,2022-11-08,Sep-22,0.05,-0.03,-0.08,-160,2022-11-08
ASO,2022-12-07,Oct-22,1.64,1.69,0.05,3.05,2022-12-07
ASPN,2022-10-26,Sep-22,-0.54,-0.75,-0.21,-38.89,2022-10-26
ASTE,2022-11-02,Sep-22,0.31,0.28,-0.03,-9.68,2022-11-02
ATEC,2022-11-03,Sep-22,-0.32,-0.35,-0.03,-9.38,2022-11-03
ATEN,2022-11-01,Sep-22,0.18,0.17,-0.01,-5.56,2022-11-01
ATEX,2022-10-31,Sep-22,-0.67,-0.56,0.11,16.42,2022-10-31
ATGE,2022-11-03,Sep-22,0.71,0.88,0.17,23.94,2022-11-03
ATI,2022-11-02,Sep-22,0.52,0.53,0.01,1.92,2022-11-02
ATNI,2022-10-26,Sep-22,-0.14,-0.25,-0.11,-78.57,2022-10-26
ATO,2022-11-09,Sep-22,0.45,0.51,0.06,13.33,2022-11-09
ATR,2022-10-27,Sep-22,0.93,0.95,0.02,2.15,2022-10-27
ATRA,2022-11-08,Sep-22,-0.78,-0.82,-0.04,-5.13,2022-11-08
ATRC,2022-11-01,Sep-22,-0.25,-0.27,-0.02,-8,2022-11-01
ATRO,2022-11-15,Sep-22,-0.4,-0.46,-0.06,-15,2022-11-15
ATSG,2022-11-03,Sep-22,0.53,0.6,0.07,13.21,2022-11-03
ATUS,2022-11-02,Sep-22,0.34,0.19,-0.15,-44.12,2022-11-02
ATVI,2022-11-07,Sep-22,0.51,0.68,0.17,33.33,2022-11-07
AUPH,2022-11-03,Sep-22,-0.18,-0.06,0.12,66.67,2022-11-03
AVA,2022-11-01,Sep-22,0.16,-0.08,-0.24,-150,2022-11-01
AVB,2022-11-03,Sep-22,2.53,3.53,1,39.53,2022-11-03
AVD,2022-11-08,Sep-22,0.21,0.23,0.02,9.52,2022-11-08
AVDX,2022-11-02,Sep-22,-0.11,-0.06,0.05,45.45,2022-11-02
AVGO,2022-12-08,Oct-22,10.27,10.45,0.18,1.75,2022-12-08
AVID,2022-11-08,Sep-22,0.32,0.38,0.06,18.75,2022-11-08
AVIR,2022-11-07,Sep-22,-0.44,-0.1,0.34,77.27,2022-11-07
AVNS,2022-11-02,Sep-22,0.36,0.38,0.02,5.56,2022-11-02
AVNT,2022-11-02,Sep-22,0.61,0.59,-0.02,-3.28,2022-11-02
AVO,2022-12-22,Oct-22,0.35,0.13,-0.22,-62.86,2022-12-22
AVT,2022-10-26,Sep-22,1.91,2,0.09,4.71,2022-10-26
AVTE,2022-11-14,Sep-22,-0.5,-0.56,-0.06,-12,2022-11-14
AVTR,2022-10-28,Sep-22,0.33,0.34,0.01,3.03,2022-10-28
AVXL,2022-11-28,Sep-22,-0.16,-0.18,-0.02,-12.5,2022-11-28
AVY,2022-10-26,Sep-22,2.51,2.46,-0.05,-1.99,2022-10-26
AWI,2022-10-25,Sep-22,1.47,1.36,-0.11,-7.48,2022-10-25
AWK,2022-10-31,Sep-22,1.49,1.63,0.14,9.4,2022-10-31
AWR,2022-11-07,Sep-22,0.7,0.69,-0.01,-1.43,2022-11-07
AX,2022-10-27,Sep-22,1.13,1.18,0.05,4.42,2022-10-27
AXGN,2022-11-08,Sep-22,-0.15,-0.01,0.14,93.33,2022-11-08
AXL,2022-11-04,Sep-22,0.23,0.27,0.04,17.39,2022-11-04
AXNX,2022-10-31,Sep-22,-0.47,-0.34,0.13,27.66,2022-10-31
AXON,2022-11-08,Sep-22,0.46,0.6,0.14,30.43,2022-11-08
AXP,2022-10-21,Sep-22,2.42,2.47,0.05,2.07,2022-10-21
AXS,2022-10-26,Sep-22,0.04,0.03,-0.01,-25,2022-10-26
AXSM,2022-11-07,Sep-22,-1.1,-1.03,0.07,6.36,2022-11-07
AXTA,2022-10-25,Sep-22,0.39,0.39,0,0,2022-10-25
AXTI,2022-10-27,Sep-22,0.11,0.16,0.05,45.45,2022-10-27
AYI,2022-10-04,Aug-22,3.35,3.95,0.6,17.91,2022-10-04
AYX,2022-11-01,Sep-22,-0.11,-0.05,0.06,54.55,2022-11-01
AZEK,2022-11-28,Sep-22,0.17,0.16,-0.01,-5.88,2022-11-28
AZO,2022-09-19,Aug-22,38.38,40.51,2.13,5.55,2022-09-19
AZPN,2022-10-26,Sep-22,1.23,2.2,0.97,78.86,2022-10-26
AZZ,2022-10-11,Aug-22,1.82,1.24,-0.58,-31.87,2022-10-11
B,2022-10-28,Sep-22,0.48,0.49,0.01,2.08,2022-10-28
BA,2022-10-26,Sep-22,-0.01,-6.18,-6.17,-61700,2022-10-26
BAC,2022-10-17,Sep-22,0.79,0.81,0.02,2.53,2022-10-17
BAH,2022-10-28,Sep-22,1.12,1.34,0.22,19.64,2022-10-28
BALL,2022-11-03,Sep-22,0.76,0.75,-0.01,-1.32,2022-11-03
BALY,2022-11-03,Sep-22,0.28,0.01,-0.27,-96.43,2022-11-03
BANC,2022-10-20,Sep-22,0.49,0.44,-0.05,-10.2,2022-10-20
BAND,2022-11-01,Sep-22,0.03,0.27,0.24,800,2022-11-01
BANF,2022-10-20,Sep-22,1.56,1.65,0.09,5.77,2022-10-20
BANR,2022-10-19,Sep-22,1.36,1.42,0.06,4.41,2022-10-19
BASE,2022-12-06,Oct-22,-0.33,-0.22,0.11,33.33,2022-12-06
BATRK,2022-11-04,Sep-22,0.16,-0.42,-0.58,-362.5,2022-11-04
BAX,2022-10-27,Sep-22,0.82,0.82,0,0,2022-10-27
BBBY,2022-09-29,Aug-22,-1.59,-3.22,-1.63,-102.52,2022-09-29
BBIO,2022-11-03,Sep-22,-1.02,-0.93,0.09,8.82,2022-11-03
BBSI,2022-11-02,Sep-22,2.17,2.45,0.28,12.9,2022-11-02
BBW,2022-11-30,Oct-22,0.38,0.51,0.13,34.21,2022-11-30
BBY,2022-11-22,Oct-22,1.03,1.38,0.35,33.98,2022-11-22
BC,2022-10-27,Sep-22,2.62,2.67,0.05,1.91,2022-10-27
BCBP,2022-10-20,Sep-22,0.68,0.76,0.08,11.76,2022-10-20
BCC,2022-10-31,Sep-22,4.45,5.52,1.07,24.04,2022-10-31
BCO,2022-10-26,Sep-22,1.2,1.34,0.14,11.67,2022-10-26
BCPC,2022-11-04,Sep-22,0.91,0.78,-0.13,-14.29,2022-11-04
BCRX,2022-11-01,Sep-22,-0.32,-0.23,0.09,28.13,2022-11-01
BDC,2022-11-02,Sep-22,1.57,1.77,0.2,12.74,2022-11-02
BDN,2022-10-20,Sep-22,0.34,0.08,-0.26,-76.47,2022-10-20
BDX,2022-11-10,Sep-22,2.73,2.75,0.02,0.73,2022-11-10
BE,2022-11-03,Sep-22,-0.06,-0.2,-0.14,-233.33,2022-11-03
BEAM,2022-11-07,Sep-22,-1.3,-1.56,-0.26,-20,2022-11-07
BECN,2022-11-03,Sep-22,2.1,2.25,0.15,7.14,2022-11-03
BEN,2022-11-01,Sep-22,0.69,0.78,0.09,13.04,2022-11-01
BERY,2022-11-15,Sep-22,2.15,2.19,0.04,1.86,2022-11-15
BFAM,2022-11-01,Sep-22,0.65,0.66,0.01,1.54,2022-11-01
BFC,2022-10-18,Sep-22,1.67,1.69,0.02,1.2,2022-10-18
BFLY,2022-11-03,Sep-22,-0.24,-0.27,-0.03,-12.5,2022-11-03
BFS,2022-11-08,Sep-22,0.78,0.73,-0.05,-6.41,2022-11-08
BFST,2022-10-26,Sep-22,0.7,0.72,0.02,2.86,2022-10-26
BG,2022-10-26,Sep-22,2.44,3.45,1.01,41.39,2022-10-26
BGCP,2022-11-02,Sep-22,0.15,0.16,0.01,6.67,2022-11-02
BGS,2022-11-09,Sep-22,0.31,0.31,0,0,2022-11-09
BHB,2022-10-19,Sep-22,0.73,0.76,0.03,4.11,2022-10-19
BHF,2022-11-07,Sep-22,0.78,-0.04,-0.82,-105.13,2022-11-07
BHG,2022-11-09,Sep-22,-0.4,-0.35,0.05,12.5,2022-11-09
BHLB,2022-10-20,Sep-22,0.58,0.62,0.04,6.9,2022-10-20
BHR,2022-11-02,Sep-22,0.2,-0.2,-0.4,-200,2022-11-02
BIG,2022-12-01,Oct-22,-2.92,-2.99,-0.07,-2.4,2022-12-01
BIGC,2022-11-03,Sep-22,-0.21,-0.15,0.06,28.57,2022-11-03
BIIB,2022-10-25,Sep-22,4.13,4.77,0.64,15.5,2022-10-25
BILL,2022-11-03,Sep-22,0.06,0.14,0.08,133.33,2022-11-03
BIO,2022-10-27,Sep-22,2.59,2.6,0.01,0.39,2022-10-27
BIRD,2022-11-08,Sep-22,-0.17,-0.15,0.02,11.76,2022-11-08
BJ,2022-11-17,Oct-22,0.83,0.99,0.16,19.28,2022-11-17
BJRI,2022-10-20,Sep-22,-0.28,-0.25,0.03,10.71,2022-10-20
BK,2022-10-17,Sep-22,1.1,1.21,0.11,10,2022-10-17
BKD,2022-11-07,Sep-22,-0.13,-0.15,-0.02,-15.38,2022-11-07
BKE,2022-11-18,Oct-22,1.25,1.24,-0.01,-0.8,2022-11-18
BKH,2022-11-02,Sep-22,0.67,0.54,-0.13,-19.4,2022-11-02
BKI,2022-11-03,Sep-22,0.67,0.56,-0.11,-16.42,2022-11-03
BKNG,2022-11-02,Sep-22,49.4,53.03,3.63,7.35,2022-11-02
BKR,2022-10-19,Sep-22,0.25,0.26,0.01,4,2022-10-19
BKU,2022-10-20,Sep-22,1.01,1.12,0.11,10.89,2022-10-20
BL,2022-11-03,Sep-22,0.09,0.21,0.12,133.33,2022-11-03
BLD,2022-11-01,Sep-22,4.09,4.8,0.71,17.36,2022-11-01
BLDE,2022-11-10,Sep-22,-0.14,-0.13,0.01,7.14,2022-11-10
BLDR,2022-11-08,Sep-22,3.53,5.2,1.67,47.31,2022-11-08
BLFS,2022-11-09,Sep-22,-0.18,-0.23,-0.05,-27.78,2022-11-09
BLK,2022-10-13,Sep-22,7.7,9.55,1.85,24.03,2022-10-13
BLKB,2022-11-01,Sep-22,0.62,0.69,0.07,11.29,2022-11-01
BLMN,2022-10-28,Sep-22,0.33,0.35,0.02,6.06,2022-10-28
BLND,2022-11-10,Sep-22,-0.16,-0.19,-0.03,-18.75,2022-11-10
BLNK,2022-11-08,Sep-22,-0.48,-0.47,0.01,2.08,2022-11-08
BLUE,2022-11-07,Sep-22,-1.28,-0.92,0.36,28.13,2022-11-07
BMI,2022-10-19,Sep-22,0.6,0.61,0.01,1.67,2022-10-19
BMRC,2022-10-24,Sep-22,0.74,0.76,0.02,2.7,2022-10-24
BMRN,2022-10-26,Sep-22,0.37,0.45,0.08,21.62,2022-10-26
BMY,2022-10-25,Sep-22,1.83,1.99,0.16,8.74,2022-10-25
BNGO,2022-11-03,Sep-22,-0.12,-0.11,0.01,8.33,2022-11-03
BNL,2022-11-02,Sep-22,0.37,0.16,-0.21,-56.76,2022-11-02
BOH,2022-10-24,Sep-22,1.43,1.28,-0.15,-10.49,2022-10-24
BOKF,2022-10-26,Sep-22,2.05,2.32,0.27,13.17,2022-10-26
BOOM,2022-11-03,Sep-22,0.25,0.35,0.1,40,2022-11-03
BOOT,2022-10-26,Sep-22,0.91,1.06,0.15,16.48,2022-10-26
BOX,2022-11-30,Oct-22,0.3,0.31,0.01,3.33,2022-11-30
BPMC,2022-11-01,Sep-22,-2.51,-2.23,0.28,11.16,2022-11-01
BPOP,2022-10-26,Sep-22,2.53,5.7,3.17,125.3,2022-10-26
BR,2022-11-02,Sep-22,0.87,0.84,-0.03,-3.45,2022-11-02
BRBR,2022-11-17,Sep-22,0.29,0.31,0.02,6.9,2022-11-17
BRC,2022-11-17,Oct-22,0.81,0.84,0.03,3.7,2022-11-17
BRKL,2022-10-26,Sep-22,0.36,0.4,0.04,11.11,2022-10-26
BRKR,2022-11-03,Sep-22,0.53,0.66,0.13,24.53,2022-11-03
BRMK,2022-11-07,Sep-22,0.16,0.12,-0.04,-25,2022-11-07
BRO,2022-10-24,Sep-22,0.6,0.5,-0.1,-16.67,2022-10-24
BRP,2022-11-07,Sep-22,0.17,0.18,0.01,5.88,2022-11-07
BRSP,2022-11-02,Sep-22,0.24,0.25,0.01,4.17,2022-11-02
