ticker,date,period_ending,estimate,reported,surprise,surprise%,
PIPR,2022-10-28,Sep-22,2.08,2.32,0.24,11.54,2022-10-28
PJT,2022-10-25,Sep-22,0.87,0.96,0.09,10.34,2022-10-25
PK,2022-11-02,Sep-22,0.4,0.15,-0.25,-62.5,2022-11-02
PKG,2022-10-24,Sep-22,2.83,2.83,0,0,2022-10-24
PKI,2022-11-08,Sep-22,1.48,1.51,0.03,2.03,2022-11-08
PL,2022-12-14,Oct-22,-0.18,-0.15,0.03,16.67,2022-12-14
PLAB,2022-12-13,Oct-22,0.48,0.6,0.12,25,2022-12-13
PLAY,2022-12-06,Oct-22,0.03,0.04,0.01,33.33,2022-12-06
PLCE,2022-11-17,Oct-22,3.97,3.33,-0.64,-16.12,2022-11-17
PLD,2022-10-19,Sep-22,1.67,1.36,-0.31,-18.56,2022-10-19
PLL,2022-11-04,Sep-22,-0.37,-0.36,0.01,2.7,2022-11-04
PLMR,2022-11-02,Sep-22,0.6,0.29,-0.31,-51.67,2022-11-02
PLNT,2022-11-08,Sep-22,0.39,0.42,0.03,7.69,2022-11-08
PLOW,2022-10-31,Sep-22,0.35,0.57,0.22,62.86,2022-10-31
PLTK,2022-11-08,Sep-22,0.2,0.17,-0.03,-15,2022-11-08
PLTR,2022-11-07,Sep-22,0.02,0.01,-0.01,-50,2022-11-07
PLUG,2022-11-08,Sep-22,-0.25,-0.3,-0.05,-20,2022-11-08
PLUS,2022-11-03,Sep-22,1.07,1.29,0.22,20.56,2022-11-03
PLXS,2022-10-26,Sep-22,1.28,1.78,0.5,39.06,2022-10-26
PLYM,2022-11-03,Sep-22,0.43,-0.19,-0.62,-144.19,2022-11-03
PM,2022-10-20,Sep-22,1.38,1.53,0.15,10.87,2022-10-20
PMT,2022-10-27,Sep-22,0.41,0.01,-0.4,-97.56,2022-10-27
PMVP,2022-11-08,Sep-22,-0.42,-0.4,0.02,4.76,2022-11-08
PNC,2022-10-14,Sep-22,3.66,3.78,0.12,3.28,2022-10-14
PNFP,2022-10-18,Sep-22,1.92,1.91,-0.01,-0.52,2022-10-18
PNM,2022-11-04,Sep-22,1.29,1.46,0.17,13.18,2022-11-04
PNR,2022-10-25,Sep-22,0.93,0.99,0.06,6.45,2022-10-25
PNT,2022-11-14,Sep-22,-0.28,-0.26,0.02,7.14,2022-11-14
PNTG,2022-11-07,Sep-22,0.18,0.14,-0.04,-22.22,2022-11-07
PNW,2022-11-03,Sep-22,2.62,2.88,0.26,9.92,2022-11-03
PODD,2022-11-03,Sep-22,0.17,0.45,0.28,164.71,2022-11-03
POOL,2022-10-20,Sep-22,4.55,4.76,0.21,4.62,2022-10-20
POR,2022-10-25,Sep-22,0.63,0.65,0.02,3.17,2022-10-25
POST,2022-11-17,Sep-22,0.71,0.85,0.14,19.72,2022-11-17
POWI,2022-11-02,Sep-22,0.82,0.84,0.02,2.44,2022-11-02
PPBI,2022-10-20,Sep-22,0.76,0.77,0.01,1.32,2022-10-20
PPC,2022-10-26,Sep-22,0.87,1.09,0.22,25.29,2022-10-26
PPG,2022-10-19,Sep-22,1.67,1.66,-0.01,-0.6,2022-10-19
PPL,2022-11-04,Sep-22,0.41,0.41,0,0,2022-11-04
PRA,2022-11-08,Sep-22,0.2,-0.06,-0.26,-130,2022-11-08
PRAA,2022-11-03,Sep-22,0.46,0.63,0.17,36.96,2022-11-03
PRCH,2022-11-08,Sep-22,-0.18,-0.3,-0.12,-66.67,2022-11-08
PRCT,2022-11-03,Sep-22,-0.47,-0.51,-0.04,-8.51,2022-11-03
PRDO,2022-11-07,Sep-22,0.29,0.39,0.1,34.48,2022-11-07
PRFT,2022-10-27,Sep-22,1.1,1.11,0.01,0.91,2022-10-27
PRGO,2022-11-08,Sep-22,0.66,0.56,-0.1,-15.15,2022-11-08
PRGS,2022-09-27,Aug-22,0.97,1,0.03,3.09,2022-09-27
PRI,2022-11-08,Sep-22,3,3.02,0.02,0.67,2022-11-08
PRIM,2022-11-07,Sep-22,0.89,1.12,0.23,25.84,2022-11-07
PRK,2022-10-24,Sep-22,2.49,1.93,-0.56,-22.49,2022-10-24
PRLB,2022-11-04,Sep-22,0.38,0.4,0.02,5.26,2022-11-04
PRM,2022-11-04,Sep-22,0.09,0.1,0.01,11.11,2022-11-04
PRMW,2022-11-10,Sep-22,0.23,0.22,-0.01,-4.35,2022-11-10
PRO,2022-11-01,Sep-22,-0.17,-0.06,0.11,64.71,2022-11-01
PRTA,2022-11-03,Sep-22,-0.31,-0.97,-0.66,-212.9,2022-11-03
PRTS,2022-11-09,Sep-22,-0.08,-0.02,0.06,75,2022-11-09
PRU,2022-11-01,Sep-22,2.21,2.13,-0.08,-3.62,2022-11-01
PSA,2022-11-01,Sep-22,4.05,14.85,10.8,266.67,2022-11-01
PSN,2022-11-02,Sep-22,0.5,0.48,-0.02,-4,2022-11-02
PSTG,2022-11-30,Oct-22,0.26,0.31,0.05,19.23,2022-11-30
PSTL,2022-11-01,Sep-22,0.24,0.04,-0.2,-83.33,2022-11-01
PSX,2022-11-01,Sep-22,4.98,6.46,1.48,29.72,2022-11-01
PTC,2022-11-02,Sep-22,1.14,1.27,0.13,11.4,2022-11-02
PTCT,2022-10-27,Sep-22,-1.37,-1.53,-0.16,-11.68,2022-10-27
PTEN,2022-10-26,Sep-22,0.19,0.28,0.09,47.37,2022-10-26
PTGX,2022-11-08,Sep-22,-0.94,-0.64,0.3,31.91,2022-11-08
PTLO,2022-11-03,Sep-22,0.03,0.04,0.01,33.33,2022-11-03
PTON,2022-11-03,Sep-22,-0.65,-0.7,-0.05,-7.69,2022-11-03
PTRA,2022-11-02,Sep-22,-0.2,-0.45,-0.25,-125,2022-11-02
PTVE,2022-11-07,Sep-22,0.14,0.18,0.04,28.57,2022-11-07
PUBM,2022-11-08,Sep-22,0.13,0.22,0.09,69.23,2022-11-08
PUMP,2022-11-01,Sep-22,0.36,0.38,0.02,5.56,2022-11-01
PVH,2022-11-30,Oct-22,2.13,2.6,0.47,22.07,2022-11-30
PWR,2022-11-03,Sep-22,1.77,1.77,0,0,2022-11-03
PWSC,2022-11-07,Sep-22,0.21,0.21,0,0,2022-11-07
PXD,2022-10-27,Sep-22,7.43,7.48,0.05,0.67,2022-10-27
PYCR,2022-11-02,Sep-22,0.03,0.05,0.02,66.67,2022-11-02
PYPL,2022-11-03,Sep-22,0.95,1.08,0.13,13.68,2022-11-03
PZZA,2022-11-03,Sep-22,0.59,0.54,-0.05,-8.47,2022-11-03
QCOM,2022-11-02,Sep-22,3.12,3.13,0.01,0.32,2022-11-02
QCRH,2022-10-26,Sep-22,1.67,1.69,0.02,1.2,2022-10-26
QDEL,2022-11-02,Sep-22,0.6,1.85,1.25,208.33,2022-11-02
QGEN,2022-11-07,Sep-22,0.45,0.53,0.08,17.78,2022-11-07
QLYS,2022-11-02,Sep-22,0.87,0.94,0.07,8.05,2022-11-02
QNST,2022-11-03,Sep-22,0.02,0.05,0.03,150,2022-11-03
QRTEA,2022-11-04,Sep-22,0.12,-0.08,-0.2,-166.67,2022-11-04
QRVO,2022-11-02,Sep-22,2.55,2.66,0.11,4.31,2022-11-02
QS,2022-10-26,Sep-22,-0.23,-0.27,-0.04,-17.39,2022-10-26
QTRX,2022-11-08,Sep-22,-0.42,-0.4,0.02,4.76,2022-11-08
QTWO,2022-11-07,Sep-22,0.02,0.1,0.08,400,2022-11-07
R,2022-10-26,Sep-22,3.7,4.45,0.75,20.27,2022-10-26
RAD,2022-09-29,Aug-22,-0.46,-0.63,-0.17,-36.96,2022-09-29
RADI,2022-11-08,Sep-22,-0.05,0.23,0.28,560,2022-11-08
RAMP,2022-11-08,Sep-22,0.08,0.22,0.14,175,2022-11-08
RAPT,2022-11-10,Sep-22,-0.65,-0.63,0.02,3.08,2022-11-10
RARE,2022-11-02,Sep-22,-2.29,-2.43,-0.14,-6.11,2022-11-02
RBA,2022-11-07,Sep-22,0.39,0.53,0.14,35.9,2022-11-07
RBB,2022-10-24,Sep-22,0.85,0.87,0.02,2.35,2022-10-24
RBBN,2022-10-26,Sep-22,0.06,0.02,-0.04,-66.67,2022-10-26
RBC,2022-11-10,Sep-22,1.79,1.93,0.14,7.82,2022-11-10
RBCAA,2022-10-21,Sep-22,0.68,0.99,0.31,45.59,2022-10-21
RBLX,2022-11-09,Sep-22,-0.36,-0.5,-0.14,-38.89,2022-11-09
RC,2022-11-07,Sep-22,0.46,0.44,-0.02,-4.35,2022-11-07
RCKT,2022-11-03,Sep-22,-0.77,-0.87,-0.1,-12.99,2022-11-03
RCL,2022-11-03,Sep-22,0.23,0.26,0.03,13.04,2022-11-03
RCM,2022-11-08,Sep-22,0.11,-0.07,-0.18,-163.64,2022-11-08
RCUS,2022-11-02,Sep-22,-1.05,-0.9,0.15,14.29,2022-11-02
RDFN,2022-11-09,Sep-22,-0.85,-0.83,0.02,2.35,2022-11-09
RDN,2022-11-02,Sep-22,0.85,1.31,0.46,54.12,2022-11-02
RDNT,2022-11-09,Sep-22,0.16,0.09,-0.07,-43.75,2022-11-09
RE,2022-10-26,Sep-22,-5.89,-5.28,0.61,10.36,2022-10-26
REG,2022-11-03,Sep-22,0.95,0.94,-0.01,-1.05,2022-11-03
REGN,2022-11-03,Sep-22,9.7,11.14,1.44,14.85,2022-11-03
RELY,2022-11-02,Sep-22,-0.18,-0.2,-0.02,-11.11,2022-11-02
REPL,2022-11-03,Sep-22,-0.78,-0.79,-0.01,-1.28,2022-11-03
RES,2022-10-26,Sep-22,0.25,0.32,0.07,28,2022-10-26
RETA,2022-11-08,Sep-22,-2.35,-2.16,0.19,8.09,2022-11-08
REVG,2022-12-14,Oct-22,0.26,0.28,0.02,7.69,2022-12-14
REX,2022-12-01,Oct-22,0.12,0.18,0.06,50,2022-12-01
REXR,2022-10-19,Sep-22,0.48,0.5,0.02,4.17,2022-10-19
REYN,2022-11-08,Sep-22,0.22,0.24,0.02,9.09,2022-11-08
REZI,2022-11-01,Sep-22,0.57,0.42,-0.15,-26.32,2022-11-01
RF,2022-10-21,Sep-22,0.59,0.56,-0.03,-5.08,2022-10-21
RGA,2022-11-03,Sep-22,2.94,5.2,2.26,76.87,2022-11-03
RGEN,2022-11-01,Sep-22,0.68,0.77,0.09,13.24,2022-11-01
RGLD,2022-11-02,Sep-22,0.72,0.71,-0.01,-1.39,2022-11-02
RGNX,2022-11-03,Sep-22,-1.55,-1.75,-0.2,-12.9,2022-11-03
RGP,2022-10-05,Aug-22,0.36,0.6,0.24,66.67,2022-10-05
RH,2022-12-08,Oct-22,4.72,5.67,0.95,20.13,2022-12-08
RHI,2022-10-20,Sep-22,1.65,1.53,-0.12,-7.27,2022-10-20
RHP,2022-10-31,Sep-22,1.73,1.72,-0.01,-0.58,2022-10-31
RICK,2022-12-14,Sep-22,1.41,1.45,0.04,2.84,2022-12-14
RIDE,2022-11-08,Sep-22,-0.28,-0.28,0,0,2022-11-08
RIGL,2022-11-03,Sep-22,-0.13,-0.11,0.02,15.38,2022-11-03
RIVN,2022-11-09,Sep-22,-1.78,-1.57,0.21,11.8,2022-11-09
RJF,2022-10-26,Sep-22,2,2.08,0.08,4,2022-10-26
RKT,2022-11-03,Sep-22,-0.02,-0.08,-0.06,-300,2022-11-03
RL,2022-11-10,Sep-22,2.09,2.23,0.14,6.7,2022-11-10
RLAY,2022-11-03,Sep-22,-0.71,-0.76,-0.05,-7.04,2022-11-03
RLI,2022-10-19,Sep-22,0.33,0.5,0.17,51.52,2022-10-19
RLJ,2022-11-02,Sep-22,0.39,0.07,-0.32,-82.05,2022-11-02
RLMD,2022-11-10,Sep-22,-1.4,-1.31,0.09,6.43,2022-11-10
RM,2022-11-01,Sep-22,0.92,1.06,0.14,15.22,2022-11-01
RMAX,2022-11-03,Sep-22,0.59,0.56,-0.03,-5.08,2022-11-03
RMBS,2022-10-31,Sep-22,0.41,0.46,0.05,12.2,2022-10-31
RMD,2022-10-27,Sep-22,1.51,1.51,0,0,2022-10-27
RMR,2022-11-14,Sep-22,0.58,0.57,-0.01,-1.72,2022-11-14
RNA,2022-11-08,Sep-22,-0.97,-0.82,0.15,15.46,2022-11-08
RNG,2022-11-09,Sep-22,0.51,0.55,0.04,7.84,2022-11-09
RNR,2022-11-01,Sep-22,-7.42,-9.27,-1.85,-24.93,2022-11-01
RNST,2022-10-25,Sep-22,0.79,0.79,0,0,2022-10-25
ROAD,2022-11-22,Sep-22,0.23,0.25,0.02,8.7,2022-11-22
ROCK,2022-11-03,Sep-22,1.03,1.12,0.09,8.74,2022-11-03
ROIC,2022-10-25,Sep-22,0.28,0.15,-0.13,-46.43,2022-10-25
ROK,2022-11-02,Sep-22,2.94,3.04,0.1,3.4,2022-11-02
ROKU,2022-11-02,Sep-22,-1.37,-0.88,0.49,35.77,2022-11-02
ROL,2022-10-26,Sep-22,0.2,0.22,0.02,10,2022-10-26
ROP,2022-10-26,Sep-22,3.44,3.67,0.23,6.69,2022-10-26
ROST,2022-11-17,Oct-22,0.81,1,0.19,23.46,2022-11-17
RPAY,2022-11-09,Sep-22,0.19,0.24,0.05,26.32,2022-11-09
RPD,2022-11-02,Sep-22,0.05,0.14,0.09,180,2022-11-02
RPM,2022-10-05,Aug-22,1.31,1.47,0.16,12.21,2022-10-05
RPRX,2022-11-08,Sep-22,0.71,0.73,0.02,2.82,2022-11-08
RPT,2022-11-02,Sep-22,0.25,0.27,0.02,8,2022-11-02
RRC,2022-10-24,Sep-22,1.36,1.37,0.01,0.74,2022-10-24
RRR,2022-10-27,Sep-22,0.49,0.84,0.35,71.43,2022-10-27
RS,2022-10-27,Sep-22,6.2,6.48,0.28,4.52,2022-10-27
RSG,2022-10-27,Sep-22,1.21,1.34,0.13,10.74,2022-10-27
RSI,2022-11-02,Sep-22,-0.12,-0.08,0.04,33.33,2022-11-02
RTX,2022-10-25,Sep-22,1.11,1.21,0.1,9.01,2022-10-25
RUN,2022-11-02,Sep-22,-0.01,0.96,0.97,9700,2022-11-02
RUTH,2022-11-04,Sep-22,0.18,0.16,-0.02,-11.11,2022-11-04
RVLV,2022-11-02,Sep-22,0.07,0.16,0.09,128.57,2022-11-02
RVMD,2022-11-07,Sep-22,-0.87,-0.87,0,0,2022-11-07
RVNC,2022-11-08,Sep-22,-0.85,-1.17,-0.32,-37.65,2022-11-08
RWT,2022-10-27,Sep-22,-0.03,0.16,0.19,633.33,2022-10-27
RXDX,2022-11-09,Sep-22,-0.89,-0.9,-0.01,-1.12,2022-11-09
RXRX,2022-11-08,Sep-22,-0.36,-0.35,0.01,2.78,2022-11-08
RXST,2022-11-07,Sep-22,-0.7,-0.61,0.09,12.86,2022-11-07
RYAM,2022-11-01,Sep-22,0.11,0.28,0.17,154.55,2022-11-01
RYAN,2022-11-10,Sep-22,0.28,0.25,-0.03,-10.71,2022-11-10
RYI,2022-11-02,Sep-22,2.47,1.48,-0.99,-40.08,2022-11-02
RYN,2022-11-02,Sep-22,0.1,0.15,0.05,50,2022-11-02
S,2022-12-06,Oct-22,-0.22,-0.16,0.06,27.27,2022-12-06
SABR,2022-11-02,Sep-22,-0.25,-0.25,0,0,2022-11-02
SAGE,2022-11-08,Sep-22,-2.16,-2.31,-0.15,-6.94,2022-11-08
SAH,2022-10-27,Sep-22,2.5,2.23,-0.27,-10.8,2022-10-27
SAIA,2022-10-31,Sep-22,3.68,3.67,-0.01,-0.27,2022-10-31
SAIC,2022-12-05,Oct-22,1.74,1.9,0.16,9.2,2022-12-05
SAM,2022-10-20,Sep-22,3.16,3.82,0.66,20.89,2022-10-20
SANA,2022-11-02,Sep-22,-0.39,-0.48,-0.09,-23.08,2022-11-02
SANM,2022-11-07,Sep-22,1.36,1.5,0.14,10.29,2022-11-07
SASR,2022-10-20,Sep-22,1.02,0.75,-0.27,-26.47,2022-10-20
SATS,2022-11-02,Sep-22,0.35,0.27,-0.08,-22.86,2022-11-02
SAVA,2022-11-07,Sep-22,-0.47,-0.51,-0.04,-8.51,2022-11-07
SAVE,2022-10-26,Sep-22,-0.09,0.03,0.12,133.33,2022-10-26
SBAC,2022-10-31,Sep-22,3.04,0.91,-2.13,-70.07,2022-10-31
SBCF,2022-10-27,Sep-22,0.61,0.47,-0.14,-22.95,2022-10-27
SBGI,2022-11-02,Sep-22,0.19,0.36,0.17,89.47,2022-11-02
SBH,2022-11-10,Sep-22,0.48,0.5,0.02,4.17,2022-11-10
SBOW,2022-11-02,Sep-22,2.74,3.19,0.45,16.42,2022-11-02
SBRA,2022-11-07,Sep-22,0.38,-0.22,-0.6,-157.89,2022-11-07
SBSI,2022-10-25,Sep-22,0.97,0.84,-0.13,-13.4,2022-10-25
SBUX,2022-11-03,Sep-22,0.73,0.81,0.08,10.96,2022-11-03
SCCO,2022-10-28,Sep-22,0.55,0.67,0.12,21.82,2022-10-28
SCHN,2022-10-24,Aug-22,0.48,0.5,0.02,4.17,2022-10-24
SCHW,2022-10-17,Sep-22,1.05,1.1,0.05,4.76,2022-10-17
SCI,2022-11-01,Sep-22,0.51,0.68,0.17,33.33,2022-11-01
SCL,2022-10-19,Sep-22,1.61,2.01,0.4,24.84,2022-10-19
SCSC,2022-11-08,Sep-22,1.05,1.07,0.02,1.9,2022-11-08
SCVL,2022-11-16,Oct-22,1.18,1.18,0,0,2022-11-16
SDGR,2022-11-03,Sep-22,-0.61,-0.56,0.05,8.2,2022-11-03
SEAS,2022-11-09,Sep-22,2.19,1.99,-0.2,-9.13,2022-11-09
SEE,2022-11-01,Sep-22,0.91,0.98,0.07,7.69,2022-11-01
SEER,2022-11-08,Sep-22,-0.38,-0.38,0,0,2022-11-08
SEIC,2022-10-26,Sep-22,0.69,0.77,0.08,11.59,2022-10-26
SEM,2022-11-03,Sep-22,0.44,0.21,-0.23,-52.27,2022-11-03
SENS,2022-11-08,Sep-22,-0.04,-0.13,-0.09,-225,2022-11-08
SFBS,2022-10-17,Sep-22,1.25,1.17,-0.08,-6.4,2022-10-17
SFIX,2022-12-06,Oct-22,-0.44,-0.46,-0.02,-4.55,2022-12-06
SFL,2022-11-14,Sep-22,0.23,0.28,0.05,21.74,2022-11-14
SFM,2022-11-08,Sep-22,0.52,0.61,0.09,17.31,2022-11-08
SFNC,2022-10-25,Sep-22,0.62,0.64,0.02,3.23,2022-10-25
SFST,2022-10-25,Sep-22,1.03,1.04,0.01,0.97,2022-10-25
SG,2022-11-08,Sep-22,-0.37,-0.33,0.04,10.81,2022-11-08
SGEN,2022-10-27,Sep-22,-0.92,-1.03,-0.11,-11.96,2022-10-27
SGH,2022-10-04,Aug-22,0.65,0.8,0.15,23.08,2022-10-04
SGMO,2022-11-03,Sep-22,-0.35,-0.34,0.01,2.86,2022-11-03
SGRY,2022-11-08,Sep-22,0.04,-0.02,-0.06,-150,2022-11-08
SHAK,2022-11-03,Sep-22,-0.06,-0.06,0,0,2022-11-03
SHBI,2022-10-27,Sep-22,0.45,0.49,0.04,8.89,2022-10-27
SHC,2022-11-02,Sep-22,0.22,0.23,0.01,4.55,2022-11-02
SHCR,2022-11-10,Sep-22,-0.05,-0.01,0.04,80,2022-11-10
SHEN,2022-11-02,Sep-22,0.03,-0.03,-0.06,-200,2022-11-02
SHLS,2022-11-14,Sep-22,0.08,0.1,0.02,25,2022-11-14
SHO,2022-11-08,Sep-22,0.23,0.24,0.01,4.35,2022-11-08
SHOO,2022-11-02,Sep-22,0.79,0.79,0,0,2022-11-02
SHW,2022-10-25,Sep-22,2.6,2.83,0.23,8.85,2022-10-25
SHYF,2022-10-27,Sep-22,0.45,0.53,0.08,17.78,2022-10-27
SIBN,2022-11-07,Sep-22,-0.45,-0.41,0.04,8.89,2022-11-07
SIG,2022-12-06,Oct-22,0.3,0.74,0.44,146.67,2022-12-06
SIGI,2022-11-02,Sep-22,1.16,0.99,-0.17,-14.66,2022-11-02
SILK,2022-11-08,Sep-22,-0.44,-0.29,0.15,34.09,2022-11-08
SIRI,2022-11-01,Sep-22,0.09,0.07,-0.02,-22.22,2022-11-01
SITC,2022-10-25,Sep-22,0.28,0.29,0.01,3.57,2022-10-25
SITE,2022-11-02,Sep-22,1.53,1.6,0.07,4.58,2022-11-02
SITM,2022-11-02,Sep-22,0.85,0.97,0.12,14.12,2022-11-02
SIX,2022-11-10,Sep-22,1.65,1.39,-0.26,-15.76,2022-11-10
SJM,2022-11-21,Oct-22,2.19,2.4,0.21,9.59,2022-11-21
SJW,2022-10-27,Sep-22,0.67,0.83,0.16,23.88,2022-10-27
SKIN,2022-11-08,Sep-22,0.02,0.02,0,0,2022-11-08
SKLZ,2022-11-02,Sep-22,-0.14,-0.1,0.04,28.57,2022-11-02
SKT,2022-11-02,Sep-22,0.43,0.47,0.04,9.3,2022-11-02
SKX,2022-10-25,Sep-22,0.74,0.55,-0.19,-25.68,2022-10-25
SKY,2022-11-01,Sep-22,1.76,2.51,0.75,42.61,2022-11-01
SKYW,2022-10-27,Sep-22,0.72,0.96,0.24,33.33,2022-10-27
SLAB,2022-10-26,Sep-22,1.13,1.21,0.08,7.08,2022-10-26
SLB,2022-10-21,Sep-22,0.55,0.63,0.08,14.55,2022-10-21
SLCA,2022-10-28,Sep-22,0.38,0.43,0.05,13.16,2022-10-28
SLG,2022-10-19,Sep-22,1.64,0.11,-1.53,-93.29,2022-10-19
SLGC,2022-11-14,Sep-22,-0.2,-0.18,0.02,10,2022-11-14
SLGN,2022-10-26,Sep-22,1.22,1.27,0.05,4.1,2022-10-26
SLM,2022-10-26,Sep-22,0.47,0.29,-0.18,-38.3,2022-10-26
SLP,2022-10-26,Aug-22,0.09,0.07,-0.02,-22.22,2022-10-26
SM,2022-11-03,Sep-22,1.77,1.82,0.05,2.82,2022-11-03
SMAR,2022-12-01,Oct-22,-0.14,-0.01,0.13,92.86,2022-12-01
SMBC,2022-10-24,Sep-22,1.37,1.04,-0.33,-24.09,2022-10-24
SMBK,2022-10-24,Sep-22,0.75,0.69,-0.06,-8,2022-10-24
SMCI,2022-11-01,Sep-22,3.13,3.42,0.29,9.27,2022-11-01
SMG,2022-11-02,Sep-22,-2.02,-2.04,-0.02,-0.99,2022-11-02
SMMF,2022-10-27,Sep-22,1.14,1.11,-0.03,-2.63,2022-10-27
SMP,2022-10-28,Sep-22,0.95,1.05,0.1,10.53,2022-10-28
SMPL,2022-10-21,Aug-22,0.29,0.36,0.07,24.14,2022-10-21
SMRT,2022-11-10,Sep-22,-0.11,-0.13,-0.02,-18.18,2022-11-10
SMTC,2022-11-30,Oct-22,0.63,0.65,0.02,3.17,2022-11-30
SNA,2022-10-20,Sep-22,3.76,4.14,0.38,10.11,2022-10-20
SNBR,2022-10-26,Sep-22,0.06,0.22,0.16,266.67,2022-10-26
SNCY,2022-11-01,Sep-22,0.06,0.12,0.06,100,2022-11-01
SNDR,2022-10-27,Sep-22,0.67,0.7,0.03,4.48,2022-10-27
SNDX,2022-11-03,Sep-22,-0.65,-0.58,0.07,10.77,2022-11-03
SNEX,2022-11-21,Sep-22,1.93,2.49,0.56,29.02,2022-11-21
SNOW,2022-11-30,Oct-22,0.03,0.11,0.08,266.67,2022-11-30
SNPS,2022-11-30,Oct-22,1.84,1.91,0.07,3.8,2022-11-30
SNV,2022-10-20,Sep-22,1.28,1.34,0.06,4.69,2022-10-20
SNX,2022-09-27,Aug-22,2.75,2.74,-0.01,-0.36,2022-09-27
SO,2022-10-27,Sep-22,1.33,1.31,-0.02,-1.5,2022-10-27
SOFI,2022-11-01,Sep-22,-0.1,-0.09,0.01,10,2022-11-01
SOI,2022-10-31,Sep-22,0.21,0.24,0.03,14.29,2022-10-31
SON,2022-10-31,Sep-22,1.43,1.6,0.17,11.89,2022-10-31
SONO,2022-11-16,Sep-22,-0.43,-0.5,-0.07,-16.28,2022-11-16
SOVO,2022-11-02,Sep-22,0.14,0.14,0,0,2022-11-02
SP,2022-11-02,Sep-22,0.76,0.8,0.04,5.26,2022-11-02
SPB,2022-11-18,Sep-22,1.04,0.48,-0.56,-53.85,2022-11-18
SPCE,2022-11-03,Sep-22,-0.4,-0.55,-0.15,-37.5,2022-11-03
SPFI,2022-10-21,Sep-22,0.7,0.86,0.16,22.86,2022-10-21
SPG,2022-11-01,Sep-22,2.93,2.97,0.04,1.37,2022-11-01
SPGI,2022-10-27,Sep-22,2.79,2.93,0.14,5.02,2022-10-27
SPLK,2022-11-30,Oct-22,0.23,0.83,0.6,260.87,2022-11-30
SPNS,2022-11-03,Sep-22,0.29,0.3,0.01,3.45,2022-11-03
SPOT,2022-10-25,Sep-22,-0.88,-0.99,-0.11,-12.5,2022-10-25
SPR,2022-11-03,Sep-22,-0.39,-0.15,0.24,61.54,2022-11-03
SPSC,2022-10-27,Sep-22,0.52,0.63,0.11,21.15,2022-10-27
SPT,2022-11-03,Sep-22,-0.04,-0.02,0.02,50,2022-11-03
SPTN,2022-11-09,Sep-22,0.47,0.55,0.08,17.02,2022-11-09
SPWH,2022-12-07,Oct-22,0.29,0.34,0.05,17.24,2022-12-07
SPWR,2022-11-08,Sep-22,0.1,0.13,0.03,30,2022-11-08
SPXC,2022-11-03,Sep-22,0.66,0.81,0.15,22.73,2022-11-03
SQ,2022-11-03,Sep-22,0.23,0.42,0.19,82.61,2022-11-03
SQSP,2022-11-08,Sep-22,0.03,0.07,0.04,133.33,2022-11-08
SR,2022-11-16,Sep-22,-0.64,-0.66,-0.02,-3.13,2022-11-16
SRC,2022-11-08,Sep-22,0.89,0.9,0.01,1.12,2022-11-08
SRCE,2022-10-20,Sep-22,1.2,1.32,0.12,10,2022-10-20
SRCL,2022-11-03,Sep-22,0.59,0.65,0.06,10.17,2022-11-03
SRDX,2022-11-09,Sep-22,-0.38,-0.26,0.12,31.58,2022-11-09
SRE,2022-11-03,Sep-22,1.79,1.97,0.18,10.06,2022-11-03
SRPT,2022-11-02,Sep-22,-1.21,-2.94,-1.73,-142.98,2022-11-02
SSB,2022-10-24,Sep-22,1.89,1.89,0,0,2022-10-24
SSD,2022-10-24,Sep-22,1.66,2.06,0.4,24.1,2022-10-24
SSNC,2022-10-27,Sep-22,1.17,1.15,-0.02,-1.71,2022-10-27
SSP,2022-11-08,Sep-22,0.52,0.38,-0.14,-26.92,2022-11-08
SSRM,2022-11-08,Sep-22,-0.05,-0.07,-0.02,-40,2022-11-08
SSTI,2022-11-08,Sep-22,-0.07,-0.11,-0.04,-57.14,2022-11-08
SSTK,2022-10-25,Sep-22,0.95,1,0.05,5.26,2022-10-25
ST,2022-10-25,Sep-22,0.86,0.85,-0.01,-1.16,2022-10-25
STAA,2022-11-02,Sep-22,0.21,0.37,0.16,76.19,2022-11-02
STAG,2022-10-27,Sep-22,0.54,0.35,-0.19,-35.19,2022-10-27
STBA,2022-10-20,Sep-22,0.81,0.95,0.14,17.28,2022-10-20
STE,2022-11-09,Sep-22,2,1.99,-0.01,-0.5,2022-11-09
STEL,2022-10-28,Sep-22,0.88,0.52,-0.36,-40.91,2022-10-28
STEM,2022-11-03,Sep-22,-0.15,-0.22,-0.07,-46.67,2022-11-03
STEP,2022-11-03,Sep-22,0.28,0.33,0.05,17.86,2022-11-03
STER,2022-11-09,Sep-22,0.3,0.29,-0.01,-3.33,2022-11-09
STKL,2022-11-09,Sep-22,0.02,0.02,0,0,2022-11-09
STLD,2022-10-19,Sep-22,4.97,5.46,0.49,9.86,2022-10-19
STNE,2022-11-17,Sep-22,0.06,0.1,0.04,66.67,2022-11-17
STNG,2022-11-01,Sep-22,3.81,4.29,0.48,12.6,2022-11-01
STOK,2022-11-14,Sep-22,-0.69,-0.66,0.03,4.35,2022-11-14
STR,2022-11-08,Sep-22,0.71,0.7,-0.01,-1.41,2022-11-08
STRA,2022-11-03,Sep-22,0.25,0.33,0.08,32,2022-11-03
